Fund Holdings as of,"05/Apr/2021"
 
Issuer Ticker,Name,Asset Class,Weight (%),Price,Nominal,Market Value,Notional Value,Sector,ISIN,Exchange,Location,Market Currency
"BRO","BROWN & BROWN INC","Equity","0.20","46.68","22,952.00","1,071,399.36","1,071,399.36","Financials","US1152361010","New York Stock Exchange Inc.","United States","USD"
"WSP","WSP GLOBAL INC","Equity","0.20","98.26","10,868.00","1,067,917.63","1,067,917.63","Industrials","CA92938W2022","Toronto Stock Exchange","Canada","CAD"
"SCA B","SVENSKA CELLULOSA B","Equity","0.20","17.95","59,140.00","1,061,423.64","1,061,423.64","Materials","SE0000112724","Nasdaq Omx Nordic","Sweden","SEK"
"NDSN","NORDSON CORP","Equity","0.19","202.52","5,232.00","1,059,584.64","1,059,584.64","Industrials","US6556631025","NASDAQ","United States","USD"
"CA","CARREFOUR SA","Equity","0.19","17.99","58,551.00","1,053,491.31","1,053,491.31","Consumer Staples","FR0000120172","Nyse Euronext - Euronext Paris","France","EUR"
"PNDORA","PANDORA","Equity","0.19","107.80","9,759.00","1,052,014.72","1,052,014.72","Consumer Discretionary","DK0060252690","Omx Nordic Exchange Copenhagen A/S","Denmark","DKK"
"NET","CLOUDFLARE INC CLASS A","Equity","0.19","71.17","14,719.00","1,047,551.23","1,047,551.23","Information Technology","US18915M1071","New York Stock Exchange Inc.","United States","USD"
"USD","USD CASH","Cash","0.19","100.00","1,037,107.00","1,037,107.43","1,037,107.43","Cash and/or Derivatives","-","-","United States","USD"
"CPT","CAMDEN PROPERTY TRUST REIT","Equity","0.19","110.79","9,228.00","1,022,370.12","1,022,370.12","Real Estate","US1331311027","New York Stock Exchange Inc.","United States","USD"
"UHS","UNIVERSAL HEALTH SERVICES INC CLAS","Equity","0.19","136.37","7,419.00","1,011,729.03","1,011,729.03","Health Care","US9139031002","New York Stock Exchange Inc.","United States","USD"
"WU","WESTERN UNION","Equity","0.19","25.06","40,362.00","1,011,471.72","1,011,471.72","Information Technology","US9598021098","New York Stock Exchange Inc.","United States","USD"
"ADEN","ADECCO GROUP AG","Equity","0.19","69.10","14,626.00","1,010,605.94","1,010,605.94","Industrials","CH0012138605","SIX Swiss Exchange","Switzerland","CHF"
"LEA","LEAR CORP","Equity","0.18","181.65","5,534.00","1,005,251.10","1,005,251.10","Consumer Discretionary","US5218652049","New York Stock Exchange Inc.","United States","USD"
"PNR","PENTAIR","Equity","0.18","62.72","15,841.00","993,547.52","993,547.52","Industrials","IE00BLS09M33","New York Stock Exchange Inc.","United States","USD"
"GL","GLOBE LIFE INC","Equity","0.18","98.69","9,984.00","985,320.96","985,320.96","Financials","US37959E1029","New York Stock Exchange Inc.","United States","USD"
"OC","OWENS CORNING","Equity","0.18","94.30","10,262.00","967,706.60","967,706.60","Industrials","US6907421019","New York Stock Exchange Inc.","United States","USD"
"IVZ","INVESCO LTD","Equity","0.18","25.93","37,256.00","966,048.08","966,048.08","Financials","BMG491BT1088","New York Stock Exchange Inc.","United States","USD"
"HSIC","HENRY SCHEIN INC","Equity","0.18","68.98","13,990.00","965,030.20","965,030.20","Health Care","US8064071025","NASDAQ","United States","USD"
"BOL","BOLIDEN","Equity","0.18","36.91","26,113.00","963,712.07","963,712.07","Materials","SE0012455673","Nasdaq Omx Nordic","Sweden","SEK"
"RE","EVEREST RE GROUP LTD","Equity","0.18","251.01","3,821.00","959,109.21","959,109.21","Financials","BMG3223R1088","New York Stock Exchange Inc.","United States","USD"
"L","LOBLAW COMPANIES LTD","Equity","0.17","56.44","16,601.00","936,901.91","936,901.91","Consumer Staples","CA5394811015","Toronto Stock Exchange","Canada","CAD"
"KGF","KINGFISHER PLC","Equity","0.17","4.53","205,475.00","929,797.58","929,797.58","Consumer Discretionary","GB0033195214","London Stock Exchange","United Kingdom","GBP"
"AOS","A O SMITH CORP","Equity","0.17","67.98","13,321.00","905,561.58","905,561.58","Industrials","US8318652091","New York Stock Exchange Inc.","United States","USD"
"NRG","NRG ENERGY INC","Equity","0.17","37.52","23,950.00","898,604.00","898,604.00","Utilities","US6293775085","New York Stock Exchange Inc.","United States","USD"
"PNW","PINNACLE WEST CORP","Equity","0.16","83.05","10,746.00","892,455.30","892,455.30","Utilities","US7234841010","New York Stock Exchange Inc.","United States","USD"
"KL","KIRKLAND LAKE GOLD LTD","Equity","0.16","35.37","25,023.00","885,104.80","885,104.80","Materials","CA49741E1007","Toronto Stock Exchange","Canada","CAD"
"JAZZ","JAZZ PHARMACEUTICALS PLC","Equity","0.16","164.71","5,295.00","872,139.45","872,139.45","Health Care","IE00B4Q5ZN47","NASDAQ","United States","USD"
"RHI","ROBERT HALF","Equity","0.16","78.19","11,053.00","864,234.07","864,234.07","Industrials","US7703231032","New York Stock Exchange Inc.","United States","USD"
"K","KINROSS GOLD CORP","Equity","0.16","7.05","122,340.00","861,955.35","861,955.35","Materials","CA4969024047","Toronto Stock Exchange","Canada","CAD"
"ELISA","ELISA","Equity","0.16","61.26","14,019.00","858,773.27","858,773.27","Communication","FI0009007884","Nasdaq Omx Helsinki Ltd.","Finland","EUR"
"BEN","FRANKLIN RESOURCES INC","Equity","0.16","30.54","28,034.00","856,158.36","856,158.36","Financials","US3546131018","New York Stock Exchange Inc.","United States","USD"
"RAND","RANDSTAD HOLDING","Equity","0.16","71.97","11,822.00","850,839.39","850,839.39","Industrials","NL0000379121","Euronext Amsterdam","Netherlands","EUR"
"ARW","ARROW ELECTRONICS INC","Equity","0.16","114.60","7,380.00","845,748.00","845,748.00","Information Technology","US0427351004","New York Stock Exchange Inc.","United States","USD"
"AGN","AEGON NV","Equity","0.15","4.82","174,702.00","841,390.64","841,390.64","Financials","NL0000303709","Euronext Amsterdam","Netherlands","EUR"
"JNPR","JUNIPER NETWORKS INC","Equity","0.15","25.71","32,219.00","828,350.49","828,350.49","Information Technology","US48203R1041","New York Stock Exchange Inc.","United States","USD"
"RGA","REINSURANCE GROUP OF AMERICA INC","Equity","0.15","126.79","6,475.00","820,965.25","820,965.25","Financials","US7593516047","New York Stock Exchange Inc.","United States","USD"
"UHR","THE SWATCH GROUP AG","Equity","0.15","295.53","2,765.00","817,149.79","817,149.79","Consumer Discretionary","CH0012255151","SIX Swiss Exchange","Switzerland","CHF"
"DVA","DAVITA INC","Equity","0.15","106.80","7,621.00","813,922.80","813,922.80","Health Care","US23918K1088","New York Stock Exchange Inc.","United States","USD"
"AIZ","ASSURANT INC","Equity","0.15","142.79","5,695.00","813,189.05","813,189.05","Financials","US04621X1081","New York Stock Exchange Inc.","United States","USD"
"HII","HUNTINGTON INGALLS INDUSTRIES INC","Equity","0.15","207.60","3,908.00","811,300.80","811,300.80","Industrials","US4464131063","New York Stock Exchange Inc.","United States","USD"
"288","WH GROUP LTD","Equity","0.15","0.86","934,000.00","804,778.93","804,778.93","Consumer Staples","KYG960071028","Hong Kong Exchanges And Clearing Ltd","Hong Kong","HKD"
"G24","SCOUT24 N AG","Equity","0.15","77.87","10,271.00","799,803.80","799,803.80","Communication","DE000A12DM80","Xetra","Germany","EUR"
"9531","TOKYO GAS LTD","Equity","0.15","21.66","36,700.00","795,080.58","795,080.58","Utilities","JP3573000001","Tokyo Stock Exchange","Japan","JPY"
"IPGP","IPG PHOTONICS CORP","Equity","0.15","222.94","3,557.00","792,997.58","792,997.58","Information Technology","US44980X1090","NASDAQ","United States","USD"
"ALV","AUTOLIV INC","Equity","0.15","95.42","8,309.00","792,844.78","792,844.78","Consumer Discretionary","US0528001094","New York Stock Exchange Inc.","United States","USD"
"VOYA","VOYA FINANCIAL INC","Equity","0.14","65.31","12,048.00","786,854.88","786,854.88","Financials","US9290891004","New York Stock Exchange Inc.","United States","USD"
"DXS","DEXUS STAPLED UNITS","Equity","0.14","7.41","104,155.00","771,732.15","771,732.15","Real Estate","AU000000DXS1","Asx - All Markets","Australia","AUD"
"9502","CHUBU ELECTRIC POWER INC","Equity","0.14","12.46","61,400.00","764,886.73","764,886.73","Utilities","JP3526600006","Tokyo Stock Exchange","Japan","JPY"
"SEIC","SEI INVESTMENTS","Equity","0.14","62.26","12,253.00","762,871.78","762,871.78","Financials","US7841171033","NASDAQ","United States","USD"
"PSON","PEARSON PLC","Equity","0.14","10.71","71,119.00","761,818.80","761,818.80","Communication","GB0006776081","London Stock Exchange","United Kingdom","GBP"
"ULTA","ULTA BEAUTY INC","Equity","0.14","319.77","2,382.00","761,692.14","761,692.14","Consumer Discretionary","US90384S3031","NASDAQ","United States","USD"
"5201","AGC INC","Equity","0.14","41.99","18,100.00","760,089.89","760,089.89","Industrials","JP3112000009","Tokyo Stock Exchange","Japan","JPY"
"6","POWER ASSETS HOLDINGS LTD","Equity","0.14","5.80","131,000.00","759,806.06","759,806.06","Utilities","HK0006000050","Hong Kong Exchanges And Clearing Ltd","Hong Kong","HKD"
"ROL","ROLLINS INC","Equity","0.14","35.39","21,122.00","747,507.58","747,507.58","Industrials","US7757111049","New York Stock Exchange Inc.","United States","USD"
"H","HYDRO ONE LTD","Equity","0.14","23.76","31,370.00","745,502.66","745,502.66","Utilities","CA4488112083","Toronto Stock Exchange","Canada","CAD"
"UN01","UNIPER","Equity","0.14","36.79","20,063.00","738,072.09","738,072.09","Utilities","DE000UNSE018","Xetra","Germany","EUR"
"EMSN","EMS-CHEMIE HOLDING AG","Equity","0.13","909.87","798.00","726,073.96","726,073.96","Materials","CH0016440353","SIX Swiss Exchange","Switzerland","CHF"
"COG","CABOT OIL & GAS CORP","Equity","0.13","18.55","38,902.00","721,632.10","721,632.10","Energy","US1270971039","New York Stock Exchange Inc.","United States","USD"
"EVK","EVONIK INDUSTRIES AG","Equity","0.13","35.86","20,018.00","717,758.23","717,758.23","Materials","DE000EVNK013","Xetra","Germany","EUR"
"1878","DAITO TRUST CONSTRUCTION LTD","Equity","0.13","115.49","6,200.00","716,066.65","716,066.65","Real Estate","JP3486800000","Tokyo Stock Exchange","Japan","JPY"
"BSL","BLUESCOPE STEEL LTD","Equity","0.13","15.31","46,425.00","710,687.50","710,687.50","Materials","AU000000BSL0","Asx - All Markets","Australia","AUD"
"2269","MEIJI HOLDINGS LTD","Equity","0.13","64.01","11,000.00","704,135.83","704,135.83","Consumer Staples","JP3918000005","Tokyo Stock Exchange","Japan","JPY"
"1801","TAISEI CORP","Equity","0.13","38.27","18,200.00","696,536.07","696,536.07","Industrials","JP3443600006","Tokyo Stock Exchange","Japan","JPY"
"7752","RICOH LTD","Equity","0.13","10.61","65,400.00","694,171.70","694,171.70","Information Technology","JP3973400009","Tokyo Stock Exchange","Japan","JPY"
"1605","INPEX CORP","Equity","0.13","7.05","98,400.00","694,209.83","694,209.83","Energy","JP3294460005","Tokyo Stock Exchange","Japan","JPY"
"9503","KANSAI ELECTRIC POWER INC","Equity","0.13","10.24","67,200.00","688,260.77","688,260.77","Utilities","JP3228600007","Tokyo Stock Exchange","Japan","JPY"
"LUN","LUNDIN MINING CORP","Equity","0.13","10.83","63,021.00","682,641.50","682,641.50","Materials","CA5503721063","Toronto Stock Exchange","Canada","CAD"
"UBI","UBISOFT ENTERTAINMENT SA CAT A","Equity","0.13","77.11","8,824.00","680,462.72","680,462.72","Communication","FR0000054470","Nyse Euronext - Euronext Paris","France","EUR"
"TW","TRADEWEB MARKETS INC CLASS A","Equity","0.12","76.97","8,659.00","666,483.23","666,483.23","Financials","US8926721064","NASDAQ","United States","USD"
"MAERSK A","A P MOLLER MAERSK","Equity","0.12","2,190.57","303.00","663,742.21","663,742.21","Industrials","DK0010244425","Omx Nordic Exchange Copenhagen A/S","Denmark","DKK"
"OGE","OGE ENERGY CORP","Equity","0.12","32.83","20,034.00","657,716.22","657,716.22","Utilities","US6708371033","New York Stock Exchange Inc.","United States","USD"
"DISCA","DISCOVERY INC SERIES A","Equity","0.12","41.64","15,623.00","650,541.72","650,541.72","Communication","US25470F1049","NASDAQ","United States","USD"
"4204","SEKISUI CHEMICAL LTD","Equity","0.12","19.47","33,400.00","650,198.39","650,198.39","Consumer Discretionary","JP3419400001","Tokyo Stock Exchange","Japan","JPY"
"RBA","RITCHIE BROS AUCTIONEERS INC","Equity","0.12","61.48","10,386.00","638,500.27","638,500.27","Industrials","CA7677441056","Toronto Stock Exchange","Canada","CAD"
"ATO","ATOS","Equity","0.12","68.74","9,226.00","634,177.35","634,177.35","Information Technology","FR0000051732","Nyse Euronext - Euronext Paris","France","EUR"
"GFC","GECINA SA","Equity","0.11","139.93","4,448.00","622,409.57","622,409.57","Real Estate","FR0010040865","Nyse Euronext - Euronext Paris","France","EUR"
"ATH","ATHENE HOLDING LTD CLASS A","Equity","0.11","51.06","12,052.00","615,375.12","615,375.12","Financials","BMG0684D1074","New York Stock Exchange Inc.","United States","USD"
"12","HENDERSON LAND DEVELOPMENT LTD","Equity","0.11","4.48","137,000.00","614,013.99","614,013.99","Real Estate","HK0012000102","Hong Kong Exchanges And Clearing Ltd","Hong Kong","HKD"
"IAG","IA FINANCIAL INC","Equity","0.11","55.92","10,906.00","609,833.45","609,833.45","Financials","CA45075E1043","Toronto Stock Exchange","Canada","CAD"
"1812","KAJIMA CORP","Equity","0.11","14.17","42,900.00","608,043.76","608,043.76","Industrials","JP3210200006","Tokyo Stock Exchange","Japan","JPY"
"KNX","KNIGHT-SWIFT TRANSPORTATION HOLDIN","Equity","0.11","49.64","12,179.00","604,565.56","604,565.56","Industrials","US4990491049","New York Stock Exchange Inc.","United States","USD"
"LXS","LANXESS AG","Equity","0.11","75.63","7,928.00","599,581.84","599,581.84","Materials","DE0005470405","Xetra","Germany","EUR"
"REE","RED ELECTRICA SA","Equity","0.11","17.69","33,691.00","596,056.14","596,056.14","Utilities","ES0173093024","Bolsa De Madrid","Spain","EUR"
"MRW","MORRISON(WM.)SUPERMARKETS PLC","Equity","0.11","2.52","234,580.00","591,370.45","591,370.45","Consumer Staples","GB0006043169","London Stock Exchange","United Kingdom","GBP"
"HUSQ B","HUSQVARNA","Equity","0.11","14.58","39,880.00","581,391.16","581,391.16","Consumer Discretionary","SE0001662230","Nasdaq Omx Nordic","Sweden","SEK"
"1802","OBAYASHI CORP","Equity","0.11","9.30","62,000.00","576,456.17","576,456.17","Industrials","JP3190000004","Tokyo Stock Exchange","Japan","JPY"
"MPL","MEDIBANK PRIVATE LTD","Equity","0.11","2.17","263,438.00","572,083.54","572,083.54","Financials","AU000000MPL3","Asx - All Markets","Australia","AUD"
"REA","REA GROUP LTD","Equity","0.11","109.02","5,237.00","570,957.62","570,957.62","Communication","AU000000REA9","Asx - All Markets","Australia","AUD"
"DLG","DIRECT LINE INSURANCE PLC","Equity","0.10","4.36","129,723.00","566,104.47","566,104.47","Financials","GB00BY9D0Y18","London Stock Exchange","United Kingdom","GBP"
"UHAL","AMERCO","Equity","0.10","621.29","909.00","564,752.61","564,752.61","Industrials","US0235861004","NASDAQ","United States","USD"
"ERIE","ERIE INDEMNITY CLASS A","Equity","0.10","222.88","2,508.00","558,983.04","558,983.04","Financials","US29530P1021","NASDAQ","United States","USD"
"868","XINYI GLASS HLDS LTD","Equity","0.10","3.28","170,000.00","557,498.91","557,498.91","Industrials","KYG9828G1082","Hong Kong Exchanges And Clearing Ltd","Hong Kong","HKD"
"SBRY","SAINSBURY(J) PLC","Equity","0.10","3.31","167,479.00","555,191.06","555,191.06","Consumer Staples","GB00B019KW72","London Stock Exchange","United Kingdom","GBP"
"9697","CAPCOM LTD","Equity","0.10","33.55","16,400.00","550,215.64","550,215.64","Communication","JP3218900003","Tokyo Stock Exchange","Japan","JPY"
"3861","OJI HOLDINGS CORP","Equity","0.10","6.61","82,500.00","545,330.73","545,330.73","Materials","JP3174410005","Tokyo Stock Exchange","Japan","JPY"
"9766","KONAMI HOLDINGS CORP","Equity","0.10","62.29","8,700.00","541,898.58","541,898.58","Communication","JP3300200007","Tokyo Stock Exchange","Japan","JPY"
"AZJ","AURIZON HOLDINGS LTD","Equity","0.10","2.95","182,688.00","539,212.58","539,212.58","Industrials","AU000000AZJ1","Asx - All Markets","Australia","AUD"
"EMP.A","EMPIRE LTD CLASS A","Equity","0.10","32.26","16,695.00","538,518.27","538,518.27","Consumer Staples","CA2918434077","Toronto Stock Exchange","Canada","CAD"
"HIK","HIKMA PHARMACEUTICALS PLC","Equity","0.10","32.22","16,493.00","531,388.40","531,388.40","Health Care","GB00B0LCW083","London Stock Exchange","United Kingdom","GBP"
"BIM","BIOMERIEUX SA","Equity","0.10","128.54","4,125.00","530,246.71","530,246.71","Health Care","FR0013280286","Nyse Euronext - Euronext Paris","France","EUR"
"SOF","SOFINA SA","Equity","0.10","344.99","1,504.00","518,862.16","518,862.16","Financials","BE0003717312","Nyse Euronext - Euronext Brussels","Belgium","EUR"
"6845","AZBIL CORP","Equity","0.09","43.58","11,800.00","514,277.93","514,277.93","Information Technology","JP3937200008","Tokyo Stock Exchange","Japan","JPY"
"101","HANG LUNG PROPERTIES LTD","Equity","0.09","2.62","196,000.00","514,210.76","514,210.76","Real Estate","HK0101000591","Hong Kong Exchanges And Clearing Ltd","Hong Kong","HKD"
"3626","TIS INC","Equity","0.09","23.59","21,700.00","511,886.32","511,886.32","Information Technology","JP3104890003","Tokyo Stock Exchange","Japan","JPY"
"6268","NABTESCO CORP","Equity","0.09","48.40","10,500.00","508,149.09","508,149.09","Industrials","JP3651210001","Tokyo Stock Exchange","Japan","JPY"
"EVN","EVOLUTION MINING LTD","Equity","0.09","3.21","154,857.00","497,327.90","497,327.90","Materials","AU000000EVN4","Asx - All Markets","Australia","AUD"
"GBP","GBP CASH","Cash","0.09","138.94","356,392.00","495,153.71","495,153.71","Cash and/or Derivatives","-","-","United Kingdom","GBP"
"ICA","ICA GRUPPEN","Equity","0.09","48.41","10,017.00","484,898.48","484,898.48","Consumer Staples","SE0000652216","Nasdaq Omx Nordic","Sweden","SEK"
"7912","DAI NIPPON PRINTING LTD","Equity","0.09","20.66","23,300.00","481,295.68","481,295.68","Industrials","JP3493800001","Tokyo Stock Exchange","Japan","JPY"
"QBR.B","QUEBECOR INC CLASS B","Equity","0.09","27.10","17,482.00","473,830.14","473,830.14","Communication","CA7481932084","Toronto Stock Exchange","Canada","CAD"
"RPRX","ROYALTY PHARMA PLC CLASS A","Equity","0.09","42.70","10,852.00","463,380.40","463,380.40","Health Care","GB00BMVP7Y09","NASDAQ","United States","USD"
"AGL","AGL ENERGY LTD","Equity","0.09","7.43","62,274.00","462,845.15","462,845.15","Utilities","AU000000AGL7","Asx - All Markets","Australia","AUD"
"4042","TOSOH CORP","Equity","0.08","19.35","23,500.00","454,701.05","454,701.05","Materials","JP3595200001","Tokyo Stock Exchange","Japan","JPY"
"6448","BROTHER INDUSTRIES LTD","Equity","0.08","22.32","20,300.00","453,056.70","453,056.70","Information Technology","JP3830000000","Tokyo Stock Exchange","Japan","JPY"
"ICSUAGD","BLK ICS USD LIQ AGENCY DIS","Money Market","0.08","1.00","452,625.00","452,625.31","452,625.31","Cash and/or Derivatives","IE00B50QMP13","-","Ireland","USD"
"BTO","B2GOLD CORP","Equity","0.08","4.47","101,183.00","452,629.95","452,629.95","Materials","CA11777Q2099","Toronto Stock Exchange","Canada","CAD"
"83","SINO LAND LTD","Equity","0.08","1.39","322,881.00","450,118.32","450,118.32","Real Estate","HK0083000502","Hong Kong Exchanges And Clearing Ltd","Hong Kong","HKD"
"MFG","MAGELLAN FINANCIAL GROUP LTD","Equity","0.08","34.91","12,775.00","445,927.63","445,927.63","Financials","AU000000MFG4","Asx - All Markets","Australia","AUD"
"TIT","TELECOM ITALIA","Equity","0.08","0.54","816,080.00","442,334.20","442,334.20","Communication","IT0003497168","Borsa Italiana","Italy","EUR"
"ORNBV","ORION CLASS B","Equity","0.08","40.66","10,784.00","438,451.89","438,451.89","Health Care","FI0009014377","Nasdaq Omx Helsinki Ltd.","Finland","EUR"
"6370","KURITA WATER INDUSTRIES LTD","Equity","0.08","44.17","9,900.00","437,313.30","437,313.30","Industrials","JP3270000007","Tokyo Stock Exchange","Japan","JPY"
"1803","SHIMIZU CORP","Equity","0.08","8.23","52,800.00","434,346.94","434,346.94","Industrials","JP3358800005","Tokyo Stock Exchange","Japan","JPY"
"9533","TOHO GAS LTD","Equity","0.08","59.47","7,300.00","434,149.00","434,149.00","Utilities","JP3600200004","Tokyo Stock Exchange","Japan","JPY"
"7911","TOPPAN PRINTING LTD","Equity","0.08","17.03","25,300.00","430,951.11","430,951.11","Industrials","JP3629000005","Tokyo Stock Exchange","Japan","JPY"
"EO","FAURECIA","Equity","0.08","55.48","7,627.00","423,119.62","423,119.62","Consumer Discretionary","FR0000121147","Nyse Euronext - Euronext Paris","France","EUR"
"6724","SEIKO EPSON CORP","Equity","0.08","16.03","26,100.00","418,510.01","418,510.01","Information Technology","JP3414750004","Tokyo Stock Exchange","Japan","JPY"
"9506","TOHOKU ELECTRIC POWER INC","Equity","0.08","9.24","45,200.00","417,792.71","417,792.71","Utilities","JP3605400005","Tokyo Stock Exchange","Japan","JPY"
"YRI","YAMANA GOLD INC","Equity","0.08","4.45","92,818.00","412,985.79","412,985.79","Materials","CA98462Y1007","Toronto Stock Exchange","Canada","CAD"
"5947","RINNAI CORP","Equity","0.08","110.77","3,700.00","409,860.63","409,860.63","Consumer Discretionary","JP3977400005","Tokyo Stock Exchange","Japan","JPY"
"LUND B","LUNDBERGFORETAGEN CLASS B","Equity","0.07","55.70","7,145.00","397,953.73","397,953.73","Financials","SE0000108847","Nasdaq Omx Nordic","Sweden","SEK"
"RAA","RATIONAL AG","Equity","0.07","813.62","488.00","397,048.79","397,048.79","Industrials","DE0007010803","Xetra","Germany","EUR"
"DIA","DIASORIN","Equity","0.07","164.88","2,397.00","395,227.04","395,227.04","Health Care","IT0003492391","Borsa Italiana","Italy","EUR"
"INDU A","INDUSTRIVARDEN A","Equity","0.07","37.47","10,190.00","381,798.21","381,798.21","Financials","SE0000190126","Nasdaq Omx Nordic","Sweden","SEK"
"6113","AMADA LTD","Equity","0.07","11.30","33,700.00","380,649.20","380,649.20","Industrials","JP3122800000","Tokyo Stock Exchange","Japan","JPY"
"7459","MEDIPAL HOLDINGS CORP","Equity","0.07","19.38","19,500.00","377,836.29","377,836.29","Health Care","JP3268950007","Tokyo Stock Exchange","Japan","JPY"
"6923","STANLEY ELECTRIC LTD","Equity","0.07","30.37","12,400.00","376,610.52","376,610.52","Consumer Discretionary","JP3399400005","Tokyo Stock Exchange","Japan","JPY"
"9831","YAMADA HOLDINGS LTD","Equity","0.07","5.40","69,500.00","375,471.01","375,471.01","Consumer Discretionary","JP3939000000","Tokyo Stock Exchange","Japan","JPY"
"FDJ","LA FRANCAISE DES JEUX SA","Equity","0.07","45.60","8,201.00","373,975.46","373,975.46","Consumer Discretionary","FR0013451333","Nyse Euronext - Euronext Paris","France","EUR"
"9684","SQUARE ENIX HLDG LTD","Equity","0.07","59.02","6,100.00","360,012.71","360,012.71","Communication","JP3164630000","Tokyo Stock Exchange","Japan","JPY"
"2371","KAKAKU.COM INC","Equity","0.06","28.24","12,100.00","341,680.66","341,680.66","Communication","JP3206000006","Tokyo Stock Exchange","Japan","JPY"
"2875","TOYO SUISAN LTD","Equity","0.06","42.18","8,100.00","341,621.65","341,621.65","Consumer Staples","JP3613000003","Tokyo Stock Exchange","Japan","JPY"
"2784","ALFRESA HOLDINGS CORP","Equity","0.06","18.97","18,000.00","341,417.35","341,417.35","Health Care","JP3126340003","Tokyo Stock Exchange","Japan","JPY"
"CAR.UN","CANADIAN APARTMENT PROPERTIES REAL","Equity","0.06","43.57","7,813.00","340,393.03","340,393.03","Real Estate","CA1349211054","Toronto Stock Exchange","Canada","CAD"
"1972","SWIRE PROPERTIES LTD","Equity","0.06","3.04","111,600.00","339,430.03","339,430.03","Real Estate","HK0000063609","Hong Kong Exchanges And Clearing Ltd","Hong Kong","HKD"
"2282","NH FOODS LTD","Equity","0.06","43.72","7,750.00","338,822.81","338,822.81","Consumer Staples","JP3743000006","Tokyo Stock Exchange","Japan","JPY"
"TITR","TELECOM ITALIA SAVING","Equity","0.06","0.57","588,935.00","337,630.02","337,630.02","Communication","IT0003497176","Borsa Italiana","Italy","EUR"
"ENG","ENAGAS SA","Equity","0.06","21.74","15,489.00","336,711.29","336,711.29","Utilities","ES0130960018","Bolsa De Madrid","Spain","EUR"
"FPE3","FUCHS PETROLUB PREF","Equity","0.06","48.87","6,808.00","332,702.79","332,702.79","Materials","DE0005790430","Xetra","Germany","EUR"
"4530","HISAMITSU PHARMACEUTICAL INC","Equity","0.06","66.28","5,000.00","331,411.45","331,411.45","Health Care","JP3784600003","Tokyo Stock Exchange","Japan","JPY"
"VPK","KONINKLIJKE VOPAK NV","Equity","0.06","50.05","6,615.00","331,075.70","331,075.70","Energy","NL0009432491","Euronext Amsterdam","Netherlands","EUR"
"JPY","JPY CASH","Cash","0.06","0.91","36,463,463.00","331,079.70","331,079.70","Cash and/or Derivatives","-","-","Japan","JPY"
"COLR","ETABLISSEMENTEN FRANZ COLRUYT NV","Equity","0.06","59.89","5,475.00","327,893.29","327,893.29","Consumer Staples","BE0974256852","Nyse Euronext - Euronext Brussels","Belgium","EUR"
"ROCK B","ROCKWOOL INTERNATIONAL B","Equity","0.06","424.15","771.00","327,023.46","327,023.46","Industrials","DK0010219153","Omx Nordic Exchange Copenhagen A/S","Denmark","DKK"
"PROX","PROXIMUS NV","Equity","0.06","22.18","14,707.00","326,218.61","326,218.61","Communication","BE0003810273","Nyse Euronext - Euronext Brussels","Belgium","EUR"
"3349","COSMOS PHARMACEUTICAL CORP","Equity","0.06","154.54","2,100.00","324,528.99","324,528.99","Consumer Staples","JP3298400007","Tokyo Stock Exchange","Japan","JPY"
"3141","WELCIA HOLDINGS LTD","Equity","0.06","34.50","9,300.00","320,878.92","320,878.92","Consumer Staples","JP3274280001","Tokyo Stock Exchange","Japan","JPY"
"IPN","IPSEN SA","Equity","0.06","87.07","3,597.00","313,201.33","313,201.33","Health Care","FR0010259150","Nyse Euronext - Euronext Paris","France","EUR"
"9719","SCSK CORP","Equity","0.06","58.75","5,100.00","299,605.03","299,605.03","Information Technology","JP3400400002","Tokyo Stock Exchange","Japan","JPY"
"3401","TEIJIN LTD","Equity","0.05","17.44","17,100.00","298,262.13","298,262.13","Materials","JP3544000007","Tokyo Stock Exchange","Japan","JPY"
"UHRN","THE SWATCH GROUP AG","Equity","0.05","57.37","5,020.00","287,982.28","287,982.28","Consumer Discretionary","CH0012255144","SIX Swiss Exchange","Switzerland","CHF"
"ILD","ILIAD SA","Equity","0.05","194.26","1,437.00","279,154.93","279,154.93","Communication","FR0004035913","Nyse Euronext - Euronext Paris","France","EUR"
"9989","SUNDRUG LTD","Equity","0.05","36.32","7,400.00","268,761.07","268,761.07","Consumer Staples","JP3336600006","Tokyo Stock Exchange","Japan","JPY"
"3635","KOEI TECMO HOLDINGS LTD","Equity","0.05","45.94","5,850.00","268,770.15","268,770.15","Communication","JP3283460008","Tokyo Stock Exchange","Japan","JPY"
"5233","TAIHEIYO CEMENT CORP","Equity","0.05","25.79","10,200.00","263,022.65","263,022.65","Materials","JP3449020001","Tokyo Stock Exchange","Japan","JPY"
"ACO.X","ATCO LTD CLASS I","Equity","0.05","33.51","7,849.00","263,023.17","263,023.17","Utilities","CA0467894006","Toronto Stock Exchange","Canada","CAD"
"5334","NGK SPARK PLUG LTD","Equity","0.05","17.41","14,400.00","250,645.12","250,645.12","Consumer Discretionary","JP3738600000","Tokyo Stock Exchange","Japan","JPY"
"SOL","WASHINGTON H SOUL PATTINSON & COMP","Equity","0.05","24.21","10,262.00","248,430.90","248,430.90","Energy","AU000000SOL3","Asx - All Markets","Australia","AUD"
